Sentence,Language,Structure,Tense
"সে বিড়ালটাকে খাওয়ায়, এবং খবর শোনার সময় তার নাস্তা করে।",Bangla,Compound-complex,Present
We will travel to Japan next year.,English,Simple,Future
শহরের ওপর কত শান্ত রাত নেমেছিল!,Bangla,Simple,Past
"They will travel to Italy next spring, and they will book hotels.",English,Compound,Future
"আমি আমার প্রিয় গান শুনছিলাম, হোমওয়ার্ক করতেই ছিল যদিও সেটা একটু মনোযোগ ভেঙে দিচ্ছিল।",Bangla,Compound-complex,Past
What a cool breeze refreshes us!,English,Simple,Present
নদীটি সমুদ্রের দিকে ছুটে যেতে যেতে কত দ্রুত প্রবাহিত হয়!,Bangla,Complex,Present
"Does she dance professionally, or is it just a hobby?",English,Compound,Present
"How fast the waves crash on the shore, and how steadily the tide pulls back!",English,Compound,Present
"Put your toys away, and clean the floor afterward.",English,Compound,Present
আমি গর্বিত যে আমি কত যত্ন নিয়ে প্রতিদিন সকালে গাছের পানি দিই!,Bangla,Complex,Present
Call your mother every evening.,English,Simple,Present
"What a busy place the local market is when they shop, and how lively it feels!",English,Compound,Present
How he read the newspaper every morning!,English,Simple,Past
সে নাশতার আগে কুকুরটিকে খেতে দিয়েছিল কারণ কুকুরটি ক্ষুধার্ত ছিল।,Bangla,Complex,Past
বাতাস কত জোরে বুলল!,Bangla,Simple,Past
What a happy child played outside!,English,Simple,Past
ঝড় কেটে গেলে আকাশ কত পরিষ্কার দেখায়!,Bangla,Complex,Present
He watered the lawn before sunset.,English,Simple,Past
Where did the kids play yesterday?,English,Simple,Past
"The cat slept under the table, and dinner was being served while it rested.",English,Compound-complex,Past
"প্রবাহ প্রবল হলেও নদীর ওপর কত মজবুত সেতু, আর গাড়ি পার হওয়ার সময় এটি কত সুন্দরভাবে বাঁক নেয়!",Bangla,Compound-complex,Present
"What a peacefully blooming garden this is, full of colors, yet how skillfully he plays the piano, filling the room with music!",English,Compound,Present
"কী তীব্র বাতাস বইছে, এবং ঝড় আসার সময় এটি জানালাগুলোকে কীভাবে কাঁপিয়ে তোলে!",Bangla,Compound-complex,Present
Why did you choose that movie?,English,Simple,Past
মুদিখানা বহনে সাহায্য করো।,Bangla,Simple,Present
"বিড়ালছানা কত নরমভাবে গুটিয়ে শুয়ে থাকে, এবং আমার কোলে কত শান্তভাবে গর্জন করে!",Bangla,Compound,Present
"What a lively crowd gathers here, and how full of excitement they are!",English,Compound,Present
"She will call her parents, and she will do it before bed, although she might be busy earlier.",English,Compound-complex,Future
সকালে বাস কত দ্রুত পৌঁছাবে!,Bangla,Simple,Future
সে প্রতিদিন সকালে লন পানি দেয় যাতে ঘাস সবুজ থাকে।,Bangla,Complex,Present
"ঝড়ের সময় ছাদ ক্ষতিগ্রস্ত হয়েছিল, তাই সে এই গ্রীষ্মে মেরামত করবে।",Bangla,Compound,Future
"How fast let the wind blow during the storm, and how wildly let the trees sway as it passes!",English,Compound-complex,Present
How fast the boat sails!,English,Simple,Present
Will you text me when you arrive?,English,Simple,Future
"Wait patiently for your turn, so everyone is treated fairly.",English,Compound,Present
"I painted the kitchen walls, and they looked much better.",English,Compound,Past
"My brother watches cartoons in the morning, and he eats cereal while watching them.",English,Compound-complex,Present
আমরা একসাথে সকালের নাস্তা খাই।,Bangla,Simple,Present
She will take a dance class next week when the new session begins.,English,Complex,Future
"সে চায় নিশ্চিত হতে দরজাগুলো তালাবদ্ধ আছে, তাই ঘুমানোর আগে সেগুলো পরীক্ষা করে।",Bangla,Compound,Present
সে অনুষ্ঠানে কী পরবে?,Bangla,Simple,Future
"সে যখন অনুপ্রাণিত হয় তখন কী মধুর গান গায় যা সবার হৃদয় স্পর্শ করে, আর চুলার আগুন কত উষ্ণ যখন তা ঘরটিকে আলোকিত করে!",Bangla,Compound-complex,Present
